file_path,filename,class_name,source_language,source_id,chunk_id,source_dataset,labeling_method,verification_status,class_id,split
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese51chunk(5).wav,Assamese51chunk(5).wav,Bihu,Assamese,Assamese_51,5,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese54chunk(0).wav,Assamese54chunk(0).wav,Bihu,Assamese,Assamese_54,0,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese54chunk(1).wav,Assamese54chunk(1).wav,Bihu,Assamese,Assamese_54,1,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese54chunk(2).wav,Assamese54chunk(2).wav,Bihu,Assamese,Assamese_54,2,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese54chunk(3).wav,Assamese54chunk(3).wav,Bihu,Assamese,Assamese_54,3,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese54chunk(4).wav,Assamese54chunk(4).wav,Bihu,Assamese,Assamese_54,4,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese54chunk(5).wav,Assamese54chunk(5).wav,Bihu,Assamese,Assamese_54,5,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese56chunk(0).wav,Assamese56chunk(0).wav,Bihu,Assamese,Assamese_56,0,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese56chunk(1).wav,Assamese56chunk(1).wav,Bihu,Assamese,Assamese_56,1,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese56chunk(2).wav,Assamese56chunk(2).wav,Bihu,Assamese,Assamese_56,2,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese56chunk(3).wav,Assamese56chunk(3).wav,Bihu,Assamese,Assamese_56,3,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese56chunk(4).wav,Assamese56chunk(4).wav,Bihu,Assamese,Assamese_56,4,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese56chunk(5).wav,Assamese56chunk(5).wav,Bihu,Assamese,Assamese_56,5,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese57chunk(0).wav,Assamese57chunk(0).wav,Bihu,Assamese,Assamese_57,0,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese57chunk(1).wav,Assamese57chunk(1).wav,Bihu,Assamese,Assamese_57,1,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese57chunk(2).wav,Assamese57chunk(2).wav,Bihu,Assamese,Assamese_57,2,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese57chunk(3).wav,Assamese57chunk(3).wav,Bihu,Assamese,Assamese_57,3,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese57chunk(4).wav,Assamese57chunk(4).wav,Bihu,Assamese,Assamese_57,4,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese57chunk(5).wav,Assamese57chunk(5).wav,Bihu,Assamese,Assamese_57,5,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese59chunk(0).wav,Assamese59chunk(0).wav,Bihu,Assamese,Assamese_59,0,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese59chunk(1).wav,Assamese59chunk(1).wav,Bihu,Assamese,Assamese_59,1,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese59chunk(2).wav,Assamese59chunk(2).wav,Bihu,Assamese,Assamese_59,2,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese59chunk(3).wav,Assamese59chunk(3).wav,Bihu,Assamese,Assamese_59,3,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese59chunk(4).wav,Assamese59chunk(4).wav,Bihu,Assamese,Assamese_59,4,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese59chunk(5).wav,Assamese59chunk(5).wav,Bihu,Assamese,Assamese_59,5,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese61chunk(0).wav,Assamese61chunk(0).wav,Bihu,Assamese,Assamese_61,0,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese61chunk(1).wav,Assamese61chunk(1).wav,Bihu,Assamese,Assamese_61,1,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese61chunk(2).wav,Assamese61chunk(2).wav,Bihu,Assamese,Assamese_61,2,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese61chunk(3).wav,Assamese61chunk(3).wav,Bihu,Assamese,Assamese_61,3,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese61chunk(4).wav,Assamese61chunk(4).wav,Bihu,Assamese,Assamese_61,4,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese61chunk(5).wav,Assamese61chunk(5).wav,Bihu,Assamese,Assamese_61,5,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese63chunk(0).wav,Assamese63chunk(0).wav,Bihu,Assamese,Assamese_63,0,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese63chunk(1).wav,Assamese63chunk(1).wav,Bihu,Assamese,Assamese_63,1,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese63chunk(2).wav,Assamese63chunk(2).wav,Bihu,Assamese,Assamese_63,2,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese63chunk(3).wav,Assamese63chunk(3).wav,Bihu,Assamese,Assamese_63,3,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese63chunk(4).wav,Assamese63chunk(4).wav,Bihu,Assamese,Assamese_63,4,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese63chunk(5).wav,Assamese63chunk(5).wav,Bihu,Assamese,Assamese_63,5,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese66chunk(0).wav,Assamese66chunk(0).wav,Bihu,Assamese,Assamese_66,0,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese66chunk(1).wav,Assamese66chunk(1).wav,Bihu,Assamese,Assamese_66,1,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese66chunk(2).wav,Assamese66chunk(2).wav,Bihu,Assamese,Assamese_66,2,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese66chunk(3).wav,Assamese66chunk(3).wav,Bihu,Assamese,Assamese_66,3,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese66chunk(4).wav,Assamese66chunk(4).wav,Bihu,Assamese,Assamese_66,4,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese66chunk(5).wav,Assamese66chunk(5).wav,Bihu,Assamese,Assamese_66,5,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese67chunk(0).wav,Assamese67chunk(0).wav,Bihu,Assamese,Assamese_67,0,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese67chunk(1).wav,Assamese67chunk(1).wav,Bihu,Assamese,Assamese_67,1,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese67chunk(2).wav,Assamese67chunk(2).wav,Bihu,Assamese,Assamese_67,2,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese67chunk(3).wav,Assamese67chunk(3).wav,Bihu,Assamese,Assamese_67,3,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese67chunk(4).wav,Assamese67chunk(4).wav,Bihu,Assamese,Assamese_67,4,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese67chunk(5).wav,Assamese67chunk(5).wav,Bihu,Assamese,Assamese_67,5,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese72chunk(0).wav,Assamese72chunk(0).wav,Bihu,Assamese,Assamese_72,0,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese72chunk(1).wav,Assamese72chunk(1).wav,Bihu,Assamese,Assamese_72,1,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese72chunk(2).wav,Assamese72chunk(2).wav,Bihu,Assamese,Assamese_72,2,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese72chunk(3).wav,Assamese72chunk(3).wav,Bihu,Assamese,Assamese_72,3,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese72chunk(4).wav,Assamese72chunk(4).wav,Bihu,Assamese,Assamese_72,4,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese72chunk(5).wav,Assamese72chunk(5).wav,Bihu,Assamese,Assamese_72,5,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese74chunk(0).wav,Assamese74chunk(0).wav,Bihu,Assamese,Assamese_74,0,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese74chunk(1).wav,Assamese74chunk(1).wav,Bihu,Assamese,Assamese_74,1,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese74chunk(2).wav,Assamese74chunk(2).wav,Bihu,Assamese,Assamese_74,2,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese74chunk(3).wav,Assamese74chunk(3).wav,Bihu,Assamese,Assamese_74,3,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese74chunk(4).wav,Assamese74chunk(4).wav,Bihu,Assamese,Assamese_74,4,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese74chunk(5).wav,Assamese74chunk(5).wav,Bihu,Assamese,Assamese_74,5,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese77chunk(0).wav,Assamese77chunk(0).wav,Bihu,Assamese,Assamese_77,0,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese77chunk(1).wav,Assamese77chunk(1).wav,Bihu,Assamese,Assamese_77,1,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese77chunk(2).wav,Assamese77chunk(2).wav,Bihu,Assamese,Assamese_77,2,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese77chunk(3).wav,Assamese77chunk(3).wav,Bihu,Assamese,Assamese_77,3,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese77chunk(4).wav,Assamese77chunk(4).wav,Bihu,Assamese,Assamese_77,4,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese77chunk(5).wav,Assamese77chunk(5).wav,Bihu,Assamese,Assamese_77,5,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese78chunk(0).wav,Assamese78chunk(0).wav,Bihu,Assamese,Assamese_78,0,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese78chunk(1).wav,Assamese78chunk(1).wav,Bihu,Assamese,Assamese_78,1,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese78chunk(2).wav,Assamese78chunk(2).wav,Bihu,Assamese,Assamese_78,2,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese78chunk(3).wav,Assamese78chunk(3).wav,Bihu,Assamese,Assamese_78,3,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese78chunk(4).wav,Assamese78chunk(4).wav,Bihu,Assamese,Assamese_78,4,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese78chunk(5).wav,Assamese78chunk(5).wav,Bihu,Assamese,Assamese_78,5,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese81chunk(0).wav,Assamese81chunk(0).wav,Bihu,Assamese,Assamese_81,0,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese81chunk(1).wav,Assamese81chunk(1).wav,Bihu,Assamese,Assamese_81,1,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese81chunk(2).wav,Assamese81chunk(2).wav,Bihu,Assamese,Assamese_81,2,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese81chunk(3).wav,Assamese81chunk(3).wav,Bihu,Assamese,Assamese_81,3,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese81chunk(4).wav,Assamese81chunk(4).wav,Bihu,Assamese,Assamese_81,4,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese81chunk(5).wav,Assamese81chunk(5).wav,Bihu,Assamese,Assamese_81,5,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese86chunk(0).wav,Assamese86chunk(0).wav,Bihu,Assamese,Assamese_86,0,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese86chunk(1).wav,Assamese86chunk(1).wav,Bihu,Assamese,Assamese_86,1,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese86chunk(2).wav,Assamese86chunk(2).wav,Bihu,Assamese,Assamese_86,2,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese86chunk(3).wav,Assamese86chunk(3).wav,Bihu,Assamese,Assamese_86,3,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese86chunk(4).wav,Assamese86chunk(4).wav,Bihu,Assamese,Assamese_86,4,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese86chunk(5).wav,Assamese86chunk(5).wav,Bihu,Assamese,Assamese_86,5,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese91chunk(0).wav,Assamese91chunk(0).wav,Bihu,Assamese,Assamese_91,0,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese91chunk(1).wav,Assamese91chunk(1).wav,Bihu,Assamese,Assamese_91,1,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese91chunk(2).wav,Assamese91chunk(2).wav,Bihu,Assamese,Assamese_91,2,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese91chunk(3).wav,Assamese91chunk(3).wav,Bihu,Assamese,Assamese_91,3,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese91chunk(4).wav,Assamese91chunk(4).wav,Bihu,Assamese,Assamese_91,4,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese91chunk(5).wav,Assamese91chunk(5).wav,Bihu,Assamese,Assamese_91,5,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese97chunk(0).wav,Assamese97chunk(0).wav,Bihu,Assamese,Assamese_97,0,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese97chunk(1).wav,Assamese97chunk(1).wav,Bihu,Assamese,Assamese_97,1,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese97chunk(2).wav,Assamese97chunk(2).wav,Bihu,Assamese,Assamese_97,2,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese97chunk(3).wav,Assamese97chunk(3).wav,Bihu,Assamese,Assamese_97,3,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese97chunk(4).wav,Assamese97chunk(4).wav,Bihu,Assamese,Assamese_97,4,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese97chunk(5).wav,Assamese97chunk(5).wav,Bihu,Assamese,Assamese_97,5,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese99chunk(0).wav,Assamese99chunk(0).wav,Bihu,Assamese,Assamese_99,0,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese99chunk(1).wav,Assamese99chunk(1).wav,Bihu,Assamese,Assamese_99,1,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
